0|99215741223927000|ar_vello_|Estou tão triste!|Cape Verde
0|99296919075389000|jlando|O tempo não cura nada, vc apenas se acostuma a ideia de que alguma coisa está mudando e que deves aceita-lo|Cape Verde
0|99350494044463000|etamSeNasPutas|Agr já tenho mesmo motivos pa nunca mais voltar a arruda|Cape Verde
0|99354271447166000|etamSeNasPutas|De poucos passam a nenhuns|Cape Verde
0|99418118572978000|heNunesFamily|Jogo para o @JeanMota93 e o incapaz não o coloca para jogar... #trcouto|Cape Verde
0|99419908248924000|heNunesFamily|@SantosFC o que vale é bola na rede, mas ela não chega lá se ninguém chutar a mesma no jogo! DECEPÇÃO...|Cape Verde
0|99705430435393000|oanaAlb2000|Ganda lixo esta net|Cape Verde
0|99724897399787000|oanaAlb2000|Quero jantar e os cabroes n se despacham crlh|Cape Verde
0|99761501719982000|oanaAlb2000|Q raio d pequeno almoço e q fecha as 10 da manhã|Cape Verde
0|99802569542914000|oanaAlb2000|O meu irmão e o meu primo foram andar por aí, mas tavam bebedos isto a 2h. Resultado: nng sabe deles Well doneee|Cape Verde
0|99816460473815000|ikaDrew19|.@justinbieber Poxa crush, pq vc não me nota? https://t.co/KE5nYCI4Z8|Cape Verde
0|99819841145667000|oanaAlb2000|São 6 da manhã crlh pq e q acordei agr|Cape Verde
0|99891466457186000|oanaAlb2000|A PUTA DA CAMA e do tamanho do mundo é claro q o meu irmão tem q tar literalmente em cima de mim filhos|Cape Verde
0|99988201351327000|oanaAlb2000|Ou esta gaja para d dizer merda no tt ou eu passo m|Cape Verde
0|00003527363366000|jlando|Auge da hipocrisia mora ao pé de um púlpito.|Cape Verde
0|00025769317060000|etamSeNasPutas|Ando bué desligado daqui|Cape Verde
0|00082879174238000|oanaAlb2000|EXPLIQUEM M Q TP D BUFFET N TEM CARNE CRLH? Agr v morrer a fome visto q n gosto d peixe :)|Cape Verde
0|00132708164263000|elcio_Skinny9|Esse teu tq já não combina!!|Angola
0|00137025822744000|anielaReis__|Não brinca comigo, eu não sei brincar então|Angola
0|00138751434924000|ia_Rochany|Perder alguém querido https://t.co/2Ejd67QXZw|Angola
0|00140342342713000|elmaguimaraes_|Estou a acumular saudades https://t.co/MHdTC21rXd|Angola
0|00141580379717000|ossanaDaisy|É muita moral pra quem não tem nenhuma|Angola
0|00150896608333000|nneideNeto|Não gosto que me prendam nem que me pressionem.|Angola
0|00157169223389000|urtledoveeee|Preciso de alguém que me faça evoluir e não de alguém que me faça ficar mais infantil|Angola
0|00162423532998000|urtledoveeee|Tu és um simulador de sentimentos|Angola
0|00177491255586000|essi_caalmeida|Chega meu Deus!!!|Angola
0|00196443046150000|essi_caalmeida|Carrego a cruz para te esquecer.|Angola
0|00234186694557000|uc01Duc|Criança ! https://t.co/gK2q6kgyHB|Angola
0|00234544456118000|elinhoS|Eu sou mau https://t.co/O5On6Z6aW4|Angola
0|00247541035524000|essi_caalmeida|Noutra chamada dóiiiiii https://t.co/guJAakX8SL|Angola
0|00263223651446000|illucvs|Ela é meio chatinha, mas quietinha é uma gracinha.|Angola
0|00266422034739000|illucvs|Sabe o que dói mais em ter um coração partido? Não ser capaz de se lembrar de como você se sentia antes.|Angola
0|00269672771198000|ulymong|#PenseAntesdeVotar: Não eh a política que faz o candidato virar ladrão, eh o seu voto que faz o ladrão virar político.. #eleicoesangola2017|Angola
0|00287409526648000|les_queirz|Estava a demorar https://t.co/UaVwSZSZXe|Angola
0|00303128599416000|eonilde90|O que te parece uma proposta tentadora, muitas vezes é o início do teu abismo.|Angola
0|00303589658288000|eonilde90|A alma se suicida quando o nosso corpo vive de ilusão.|Angola
0|00305409738670000|nneideNeto|Respeitem as escolhas de cada um, e quem ainda não pode escolher nada, que aguarde a sua vez.|Angola
0|00306752721342000|anielaReis__|Eu sou ciumenta https://t.co/L2blme9JsS|Angola
0|00307721613971000|eovanyMuriando|Hje mesmo dia de voto, cortam a energia? Não admito abusos.|Angola
0|00309298630336000|yddiah|CALEM LÁ AS BOCAS PAH|Angola
0|00311517643423000|jeyelef_GM| É melhor não tirares nenhuma negativa, senão... https://t.co/8OKLKE28KO|Angola
0|00317267719852000|eonilde90|Aquilo que nos gosto nas pessoas tento corrigir em mim sempre!!|Angola
0|00324537698590000|urtledoveeee|Só querem mesmo fazer confusão com os dedos das pessoas? Cada um com o seu dedo xe|Angola
0|00327472734097000|lodyAlien|Nunca gostei de segundas, sejam elas feiras, intenções ou opções.|Angola
0|00331100073066000|alomaoPola|@Platinaline ATENÇÃO PL, POR FAVOR PUBLIQUEM ESTA NOTÍCIA, GRUPO XENÓFOBO MOÇAMBICANO TENTA BOICOTAR A CULTURA ANGO… https://t.co/411ndsereG|Angola
0|00331544451182000|illiamMungana|Parem de implicar-se com as fotos de dedos pintados. Hoje é dia eleições, é dia voto e não, dia de polemizar. Mania feia de tudo implicar.|Angola
0|00331667612676000|rialdo_Armando|Consigo tirar do peito mas nunca do pensamento...|Angola
0|00331708721004000|rialdo_Armando|Hoje eu sou o meu maior adversário.|Angola
0|00347515760857000|euzamateus|Sdds fazer amigos novos|Angola
0|00364778941677000|mbreguet|Porra o @EdyReskova não me respeita. É o único que ainda me chama de Playa4life.|Angola
0|00364945262616000|ulymong|Nada, se o atendimento público fosse como o atendimento da mesa de votos, Angola seria melhor... #eleicoesangola2017|Angola
0|00400339010166000|adochovan|Mera mudança não é crescimento. Crescimento é a síntese de mudança e continuidade, e onde não há… https://t.co/xR92LuZgbQ|Angola
0|00478286995890000|ll_p|prefiro 1 real do que muitos falsos|Republic of Mozambique
0|00567236078948000|iguel_apache12|Reclama do energético que não é RedBull, da cerveja que não é 2m, da vodka que não é Absolut, mas engole leite q não é d vaca sinceramente|Republic of Mozambique
0|00576305661583000|essica_luby|Num ta bom não. https://t.co/O73krJh81d|Republic of Mozambique
0|00576695291392000|anielChambisse|Não tente agradar à todos, pois o desagrado já começa, quando se toma uma atitude como essa.|Republic of Mozambique
0|00589826273095000|iguel_apache12|Não me diga que algo é impossível. Vamos tentar primeiro.|Republic of Mozambique
0|00591475335057000|agnamoonie|Se nem contas sabem fazer, não tem como terem lógica. https://t.co/ygKaQjtK7R|Republic of Mozambique
0|00595176783171000|agnamoonie|Não sei quem é pior: Louis a jogar na cara que o fake é fake ou a gestão a tentar encobrir a burrada que deixaram acontecer|Republic of Mozambique
0|00602188782874000|aurentgabriel8|@hernamidasilva então não quero papo, a não ser que o meu papo é tako, dinheiro fala? Vai ter que falar comigo que sou gago.|Republic of Mozambique
0|00603905956098000|eusatembe|Ex namorado é o capeta sabe... Vou jogar Sal.|Republic of Mozambique
0|00609359549542000|Khorean|Pra quem vive rápido a vida é curta . #BomDia|Republic of Mozambique
0|00609750198571000|Khorean|Na maioria das vezes o que vem fácil , vai fácil .|Republic of Mozambique
0|00612298670256000|mntvr|Não há sucesso sem trabalho duro.|Republic of Mozambique
0|00615696144449000|mntvr|O meu maior problema é se importar com todos. Pois nem todos se importam comigo.|Republic of Mozambique
0|00617810099007000|lakeBruce|Me magoas sempre pensas em bebermos hahahahaha https://t.co/QCPIyEyGdT|Republic of Mozambique
0|00618409452470000|lakeBruce|Quando alguém. Me diz q é do sporting e esse alguém é jovem ... fico preocupado|Republic of Mozambique
0|00621239340945000|lakeBruce|Sporting é Clube de Cotas, idosos|Republic of Mozambique
